A  	Element	Z  	N  	Energy  	JPi           	Mass Exc            	Unc       	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
101	Y      	39 	62 	0.0000  	(5/2+)        	-65.061             	0.007     	0.45 S 0.02              	0.45                     	          	        	B-      	100.00      
101	Y      	39 	62 	0.0000  	(5/2+)        	-65.061             	0.007     	0.45 S 0.02              	0.45                     	          	        	BN      	1.94        
102	Y      	39 	63 	0.0000  	HighJ         	-61.173             	0.004     	0.36 S 0.04              	0.36                     	          	        	BN      	4.90        
102	Y      	39 	63 	0.0000  	HighJ         	-61.173             	0.004     	0.36 S 0.04              	0.36                     	          	        	B-      	100.00      
102	Y      	39 	63 	0.0000  	LowJ          	-61.173             	0.004     	0.298 S 0.009            	0.298                    	          	        	B-      	100.00      
102	Y      	39 	63 	0.0000  	LowJ          	-61.173             	0.004     	0.298 S 0.009            	0.298                    	          	        	BN      	4.90        
103	Y      	39 	64 	0.0000  	(5/2+)        	-58.458             	0.011     	0.23 S 0.02              	0.23                     	          	        	BN      	8.00        
103	Y      	39 	64 	0.0000  	(5/2+)        	-58.458             	0.011     	0.23 S 0.02              	0.23                     	          	        	B-      	100.00      
104	Y      	39 	65 	0.0000  	              	-54.1               	0.4       	197 MS 4                 	0.197                    	          	        	B-      	100.00      
104	Y      	39 	65 	0.0000  	              	-54.1               	0.4       	197 MS 4                 	0.197                    	          	        	BN      	34.00       
104	Y      	39 	65 	0.0000  	              	-54.1               	0.4       	197 MS 4                 	0.197                    	          	        	B2N     	?           
105	Y      	39 	66 	0.0000  	              	-51.3               	1.3       	95 MS 9                  	0.095                    	          	        	BN      	< 82.00     
105	Y      	39 	66 	0.0000  	              	-51.3               	1.3       	95 MS 9                  	0.095                    	          	        	B2N     	?           
105	Y      	39 	66 	0.0000  	              	-51.3               	1.3       	95 MS 9                  	0.095                    	          	        	B-      	100.00      
106	Y      	39 	67 	0.0000  	              	-46.1               	0.5       	79 MS +10-5              	0.079                    	          	        	B-      	100.00      
106	Y      	39 	67 	0.0000  	              	-46.1               	0.5       	79 MS +10-5              	0.079                    	          	        	BN      	?           
106	Y      	39 	67 	0.0000  	              	-46.1               	0.5       	79 MS +10-5              	0.079                    	          	        	B2      	N ?         
107	Y      	39 	68 	0.0000  	(5/2+)        	-42.4               	0.5       	3.5 MS 3                 	0.0035                   	          	        	B-      	100.00      
107	Y      	39 	68 	0.0000  	(5/2+)        	-42.4               	0.5       	3.5 MS 3                 	0.0035                   	          	        	BN      	?           
107	Y      	39 	68 	0.0000  	(5/2+)        	-42.4               	0.5       	3.5 MS 3                 	0.0035                   	          	        	B2N     	?           
108	Y      	39 	69 	0.0000  	              	-37.3               	0.6       	30 MS 5                  	0.03                     	          	        	BN      	?           
108	Y      	39 	69 	0.0000  	              	-37.3               	0.6       	30 MS 5                  	0.03                     	          	        	B2N     	?           
108	Y      	39 	69 	0.0000  	              	-37.3               	0.6       	30 MS 5                  	0.03                     	          	        	B-      	100.00      
109	Y      	39 	70 	0.0000  	              	-1.0                	0.0       	25 MS 5                  	0.025                    	          	        	B-      	100.00      
109	Y      	39 	70 	0.0000  	              	-1.0                	0.0       	25 MS 5                  	0.025                    	          	        	BN      	?           
109	Y      	39 	70 	0.0000  	              	-1.0                	0.0       	25 MS 5                  	0.025                    	          	        	B2N     	?           
78 	Zr     	40 	38 	0.0000  	0+            	-40.8               	0.4       	170 NS GT                	1.7E-7                   	          	        	EC      	            
79 	Zr     	40 	39 	0.0000  	              	-46.8               	0.3       	56 MS 30                 	0.056                    	          	        	EC      	100.00      
79 	Zr     	40 	39 	0.0000  	              	-46.8               	0.3       	56 MS 30                 	0.056                    	          	        	EP      	            
80 	Zr     	40 	40 	0.0000  	0+            	-54.4               	0.3       	4.6 S 0.6                	4.6                      	          	        	EP      	            
80 	Zr     	40 	40 	0.0000  	0+            	-54.4               	0.3       	4.6 S 0.6                	4.6                      	          	        	EC      	100.00      
81 	Zr     	40 	41 	0.0000  	(3/2-)        	-57.46              	0.09      	5.5 S 0.4                	5.5                      	          	        	EC      	100.00      
81 	Zr     	40 	41 	0.0000  	(3/2-)        	-57.46              	0.09      	5.5 S 0.4                	5.5                      	          	        	EP      	0.12        
82 	Zr     	40 	42 	0.0000  	0+            	-63.631             	0.011     	32 S 5                   	32                       	          	        	EC      	100.00      
83 	Zr     	40 	43 	0.0000  	(1/2-)        	-65.912             	0.006     	42 S 2                   	42                       	          	        	EP      	?           
83 	Zr     	40 	43 	0.0000  	(1/2-)        	-65.912             	0.006     	42 S 2                   	42                       	          	        	EC      	100.00      
84 	Zr     	40 	44 	0.0000  	0+            	-71.422             	0.005     	25.8 M 0.5               	1548                     	          	        	EC      	100.00      
85 	Zr     	40 	45 	0.0000  	(7/2+)        	-73.175             	0.006     	7.86 M 0.04              	471.6                    	          	        	EC      	100.00      
85 	Zr     	40 	45 	0.2920  	(1/2-)        	-72.883             	0.006     	10.9 S 0.3               	10.9                     	          	        	EC      	> 0.00      
85 	Zr     	40 	45 	0.2920  	(1/2-)        	-72.883             	0.006     	10.9 S 0.3               	10.9                     	          	        	IT      	< 100.00    
86 	Zr     	40 	46 	0.0000  	0+            	-77.969             	0.004     	16.5 H 0.1               	59400                    	          	        	EC      	100.00      
87 	Zr     	40 	47 	0.0000  	9/2+          	-79.347             	0.004     	1.68 H 0.01              	6048                     	          	        	EC      	100.00      
87 	Zr     	40 	47 	0.3358  	1/2-          	-79.011             	0.004     	14.0 S 0.2               	14                       	          	        	IT      	100.00      
88 	Zr     	40 	48 	0.0000  	0+            	-83.629             	0.005     	83.4 D 0.3               	7205760.000000001        	          	        	EC      	100.00      
88 	Zr     	40 	48 	2.8878  	0+            	-80.741             	0.005     	1.320 US 0.025           	1.32E-6                  	          	        	IT      	100.00      
89 	Zr     	40 	49 	0.0000  	9/2+          	-84.876             	0.003     	78.41 H 0.12             	282276                   	          	        	EC      	100.00      
89 	Zr     	40 	49 	0.5878  	1/2-          	-84.288             	0.003     	4.161 M 0.01             	249.66                   	          	        	IT      	93.77       
89 	Zr     	40 	49 	0.5878  	1/2-          	-84.288             	0.003     	4.161 M 0.01             	249.66                   	          	        	EC      	6.23        
90 	Zr     	40 	50 	0.0000  	0+            	-88.77253           	1.2E-4    	STABLE                   	infinity                 	51.45%    	0.4     	        	            
90 	Zr     	40 	50 	2.3190  	5-            	-86.45353           	1.2E-4    	809.2 MS 2               	0.809                    	          	        	IT      	100.00      
91 	Zr     	40 	51 	0.0000  	5/2+          	-87.89556           	1.0E-4    	STABLE                   	infinity                 	11.22%    	0.05    	        	            
92 	Zr     	40 	52 	0.0000  	0+            	-88.45903           	1.0E-4    	STABLE                   	infinity                 	17.15%    	0.08    	        	            
93 	Zr     	40 	53 	0.0000  	5/2+          	-87.122             	5.0E-4    	1.61E+6 Y 0.05E+6        	5.0808E13                	          	        	B-      	100.00      
